rep_id,rep_name,city,region,month_year,monthly_rx,rolling_3m_avg_rx
5,Viraj Tiwari,Delhi,North,2024-12,1938,2069.0
6,Rushil Saini,Delhi,North,2023-07,1610,1610.0
6,Rushil Saini,Delhi,North,2023-08,1689,1649.5
6,Rushil Saini,Delhi,North,2023-09,1652,1650.33
6,Rushil Saini,Delhi,North,2023-10,1907,1749.33
6,Rushil Saini,Delhi,North,2023-11,1977,1845.33
6,Rushil Saini,Delhi,North,2023-12,1807,1897.0
6,Rushil Saini,Delhi,North,2024-01,1860,1881.33
6,Rushil Saini,Delhi,North,2024-02,1979,1882.0
6,Rushil Saini,Delhi,North,2024-03,2020,1953.0
6,Rushil Saini,Delhi,North,2024-04,2001,2000.0
6,Rushil Saini,Delhi,North,2024-05,2039,2020.0
6,Rushil Saini,Delhi,North,2024-06,2083,2041.0
6,Rushil Saini,Delhi,North,2024-07,1778,1966.67
6,Rushil Saini,Delhi,North,2024-08,1786,1882.33
6,Rushil Saini,Delhi,North,2024-09,1853,1805.67
6,Rushil Saini,Delhi,North,2024-10,2152,1930.33
6,Rushil Saini,Delhi,North,2024-11,2172,2059.0
6,Rushil Saini,Delhi,North,2024-12,1958,2094.0
7,Saumya Mall,Delhi,North,2023-07,1590,1590.0
7,Saumya Mall,Delhi,North,2023-08,1601,1595.5
7,Saumya Mall,Delhi,North,2023-09,1604,1598.33
7,Saumya Mall,Delhi,North,2023-10,1836,1680.33
7,Saumya Mall,Delhi,North,2023-11,1842,1760.67
7,Saumya Mall,Delhi,North,2023-12,1771,1816.33
7,Saumya Mall,Delhi,North,2024-01,1790,1801.0
7,Saumya Mall,Delhi,North,2024-02,1916,1825.67
7,Saumya Mall,Delhi,North,2024-03,1912,1872.67
7,Saumya Mall,Delhi,North,2024-04,1931,1919.67
7,Saumya Mall,Delhi,North,2024-05,1952,1931.67
7,Saumya Mall,Delhi,North,2024-06,2007,1963.33
7,Saumya Mall,Delhi,North,2024-07,1748,1902.33
7,Saumya Mall,Delhi,North,2024-08,1730,1828.33
7,Saumya Mall,Delhi,North,2024-09,1787,1755.0
7,Saumya Mall,Delhi,North,2024-10,2033,1850.0
7,Saumya Mall,Delhi,North,2024-11,2066,1962.0
7,Saumya Mall,Delhi,North,2024-12,1896,1998.33
8,Nathaniel Sami,Delhi,North,2023-07,1555,1555.0
8,Nathaniel Sami,Delhi,North,2023-08,1545,1550.0
8,Nathaniel Sami,Delhi,North,2023-09,1568,1556.0
8,Nathaniel Sami,Delhi,North,2023-10,1761,1624.67
8,Nathaniel Sami,Delhi,North,2023-11,1779,1702.67
8,Nathaniel Sami,Delhi,North,2023-12,1723,1754.33
8,Nathaniel Sami,Delhi,North,2024-01,1724,1742.0
8,Nathaniel Sami,Delhi,North,2024-02,1846,1764.33
8,Nathaniel Sami,Delhi,North,2024-03,1843,1804.33
8,Nathaniel Sami,Delhi,North,2024-04,1867,1852.0
8,Nathaniel Sami,Delhi,North,2024-05,1883,1864.33
8,Nathaniel Sami,Delhi,North,2024-06,1941,1897.0
8,Nathaniel Sami,Delhi,North,2024-07,1677,1833.67
8,Nathaniel Sami,Delhi,North,2024-08,1691,1769.67
8,Nathaniel Sami,Delhi,North,2024-09,1724,1697.33
8,Nathaniel Sami,Delhi,North,2024-10,1975,1796.67
8,Nathaniel Sami,Delhi,North,2024-11,2002,1900.33
8,Nathaniel Sami,Delhi,North,2024-12,1832,1936.33
9,Arunima Dugal,Delhi,North,2023-07,1560,1560.0
9,Arunima Dugal,Delhi,North,2023-08,1555,1557.5
9,Arunima Dugal,Delhi,North,2023-09,1555,1556.67
9,Arunima Dugal,Delhi,North,2023-10,1799,1636.33
9,Arunima Dugal,Delhi,North,2023-11,1821,1725.0
9,Arunima Dugal,Delhi,North,2023-12,1750,1790.0
9,Arunima Dugal,Delhi,North,2024-01,1747,1772.67
9,Arunima Dugal,Delhi,North,2024-02,1863,1786.67
9,Arunima Dugal,Delhi,North,2024-03,1876,1828.67
9,Arunima Dugal,Delhi,North,2024-04,1905,1881.33
9,Arunima Dugal,Delhi,North,2024-05,1900,1893.67
9,Arunima Dugal,Delhi,North,2024-06,1959,1921.33
9,Arunima Dugal,Delhi,North,2024-07,1712,1857.0
9,Arunima Dugal,Delhi,North,2024-08,1710,1793.67
9,Arunima Dugal,Delhi,North,2024-09,1747,1723.0
9,Arunima Dugal,Delhi,North,2024-10,2014,1823.67
9,Arunima Dugal,Delhi,North,2024-11,2003,1921.33
9,Arunima Dugal,Delhi,North,2024-12,1840,1952.33
10,Gayathri Chaudry,Delhi,North,2023-07,1612,1612.0
10,Gayathri Chaudry,Delhi,North,2023-08,1623,1617.5
10,Gayathri Chaudry,Delhi,North,2023-09,1635,1623.33
10,Gayathri Chaudry,Delhi,North,2023-10,1857,1705.0
10,Gayathri Chaudry,Delhi,North,2023-11,1860,1784.0
10,Gayathri Chaudry,Delhi,North,2023-12,1797,1838.0
10,Gayathri Chaudry,Delhi,North,2024-01,1803,1820.0
10,Gayathri Chaudry,Delhi,North,2024-02,1952,1850.67
10,Gayathri Chaudry,Delhi,North,2024-03,1938,1897.67
10,Gayathri Chaudry,Delhi,North,2024-04,1960,1950.0
10,Gayathri Chaudry,Delhi,North,2024-05,1993,1963.67
10,Gayathri Chaudry,Delhi,North,2024-06,2039,1997.33
10,Gayathri Chaudry,Delhi,North,2024-07,1754,1928.67
10,Gayathri Chaudry,Delhi,North,2024-08,1765,1852.67
10,Gayathri Chaudry,Delhi,North,2024-09,1799,1772.67
10,Gayathri Chaudry,Delhi,North,2024-10,2067,1877.0
10,Gayathri Chaudry,Delhi,North,2024-11,2088,1984.67
10,Gayathri Chaudry,Delhi,North,2024-12,1914,2023.0
11,Lajita Chatterjee,Delhi,North,2023-07,1605,1605.0
11,Lajita Chatterjee,Delhi,North,2023-08,1613,1609.0
11,Lajita Chatterjee,Delhi,North,2023-09,1623,1613.67
11,Lajita Chatterjee,Delhi,North,2023-10,1839,1691.67
11,Lajita Chatterjee,Delhi,North,2023-11,1861,1774.33
11,Lajita Chatterjee,Delhi,North,2023-12,1785,1828.33
11,Lajita Chatterjee,Delhi,North,2024-01,1798,1814.67
11,Lajita Chatterjee,Delhi,North,2024-02,1939,1840.67
11,Lajita Chatterjee,Delhi,North,2024-03,1938,1891.67
11,Lajita Chatterjee,Delhi,North,2024-04,1958,1945.0
11,Lajita Chatterjee,Delhi,North,2024-05,1947,1947.67
11,Lajita Chatterjee,Delhi,North,2024-06,2036,1980.33
11,Lajita Chatterjee,Delhi,North,2024-07,1759,1914.0
11,Lajita Chatterjee,Delhi,North,2024-08,1762,1852.33
11,Lajita Chatterjee,Delhi,North,2024-09,1796,1772.33
11,Lajita Chatterjee,Delhi,North,2024-10,2060,1872.67
11,Lajita Chatterjee,Delhi,North,2024-11,2079,1978.33
11,Lajita Chatterjee,Delhi,North,2024-12,1900,2013.0
12,Hemangini Lalla,Delhi,North,2023-07,1612,1612.0
12,Hemangini Lalla,Delhi,North,2023-08,1620,1616.0
12,Hemangini Lalla,Delhi,North,2023-09,1641,1624.33
12,Hemangini Lalla,Delhi,North,2023-10,1863,1708.0
12,Hemangini Lalla,Delhi,North,2023-11,1865,1789.67
12,Hemangini Lalla,Delhi,North,2023-12,1804,1844.0
12,Hemangini Lalla,Delhi,North,2024-01,1810,1826.33
12,Hemangini Lalla,Delhi,North,2024-02,1933,1849.0
12,Hemangini Lalla,Delhi,North,2024-03,1953,1898.67
12,Hemangini Lalla,Delhi,North,2024-04,1961,1949.0
12,Hemangini Lalla,Delhi,North,2024-05,1981,1965.0
12,Hemangini Lalla,Delhi,North,2024-06,2037,1993.0
12,Hemangini Lalla,Delhi,North,2024-07,1757,1925.0
12,Hemangini Lalla,Delhi,North,2024-08,1767,1853.67
12,Hemangini Lalla,Delhi,North,2024-09,1813,1779.0
12,Hemangini Lalla,Delhi,North,2024-10,2075,1885.0
12,Hemangini Lalla,Delhi,North,2024-11,2093,1993.67
12,Hemangini Lalla,Delhi,North,2024-12,1914,2027.33
13,Tripti Yadav,Lucknow,North,2023-07,441,441.0
13,Tripti Yadav,Lucknow,North,2023-08,480,460.5
13,Tripti Yadav,Lucknow,North,2023-09,460,460.33
13,Tripti Yadav,Lucknow,North,2023-10,563,501.0
13,Tripti Yadav,Lucknow,North,2023-11,592,538.33
13,Tripti Yadav,Lucknow,North,2023-12,516,557.0
13,Tripti Yadav,Lucknow,North,2024-01,543,550.33
13,Tripti Yadav,Lucknow,North,2024-02,591,550.0
13,Tripti Yadav,Lucknow,North,2024-03,609,581.0
13,Tripti Yadav,Lucknow,North,2024-04,590,596.67
13,Tripti Yadav,Lucknow,North,2024-05,593,597.33
13,Tripti Yadav,Lucknow,North,2024-06,623,602.0
13,Tripti Yadav,Lucknow,North,2024-07,490,568.67
13,Tripti Yadav,Lucknow,North,2024-08,521,544.67
13,Tripti Yadav,Lucknow,North,2024-09,517,509.33
13,Tripti Yadav,Lucknow,North,2024-10,651,563.0
13,Tripti Yadav,Lucknow,North,2024-11,636,601.33
13,Tripti Yadav,Lucknow,North,2024-12,602,629.67
14,Kritika Brar,Lucknow,North,2023-07,441,441.0
14,Kritika Brar,Lucknow,North,2023-08,480,460.5
14,Kritika Brar,Lucknow,North,2023-09,460,460.33
14,Kritika Brar,Lucknow,North,2023-10,563,501.0
14,Kritika Brar,Lucknow,North,2023-11,592,538.33
14,Kritika Brar,Lucknow,North,2023-12,516,557.0
14,Kritika Brar,Lucknow,North,2024-01,543,550.33
14,Kritika Brar,Lucknow,North,2024-02,591,550.0
14,Kritika Brar,Lucknow,North,2024-03,609,581.0
14,Kritika Brar,Lucknow,North,2024-04,590,596.67
14,Kritika Brar,Lucknow,North,2024-05,593,597.33
14,Kritika Brar,Lucknow,North,2024-06,623,602.0
14,Kritika Brar,Lucknow,North,2024-07,490,568.67
14,Kritika Brar,Lucknow,North,2024-08,521,544.67
14,Kritika Brar,Lucknow,North,2024-09,517,509.33
14,Kritika Brar,Lucknow,North,2024-10,651,563.0
14,Kritika Brar,Lucknow,North,2024-11,636,601.33
14,Kritika Brar,Lucknow,North,2024-12,602,629.67
15,Janaki Handa,Lucknow,North,2023-07,441,441.0
15,Janaki Handa,Lucknow,North,2023-08,480,460.5
15,Janaki Handa,Lucknow,North,2023-09,460,460.33
15,Janaki Handa,Lucknow,North,2023-10,563,501.0
15,Janaki Handa,Lucknow,North,2023-11,592,538.33
15,Janaki Handa,Lucknow,North,2023-12,516,557.0
15,Janaki Handa,Lucknow,North,2024-01,543,550.33
15,Janaki Handa,Lucknow,North,2024-02,591,550.0
15,Janaki Handa,Lucknow,North,2024-03,609,581.0
15,Janaki Handa,Lucknow,North,2024-04,590,596.67
15,Janaki Handa,Lucknow,North,2024-05,593,597.33
15,Janaki Handa,Lucknow,North,2024-06,623,602.0
15,Janaki Handa,Lucknow,North,2024-07,490,568.67
15,Janaki Handa,Lucknow,North,2024-08,521,544.67
15,Janaki Handa,Lucknow,North,2024-09,517,509.33
15,Janaki Handa,Lucknow,North,2024-10,651,563.0
15,Janaki Handa,Lucknow,North,2024-11,636,601.33
15,Janaki Handa,Lucknow,North,2024-12,602,629.67
16,Chakradev Kari,Lucknow,North,2023-07,447,447.0
16,Chakradev Kari,Lucknow,North,2023-08,474,460.5
16,Chakradev Kari,Lucknow,North,2023-09,445,455.33
16,Chakradev Kari,Lucknow,North,2023-10,569,496.0
16,Chakradev Kari,Lucknow,North,2023-11,575,529.67
16,Chakradev Kari,Lucknow,North,2023-12,500,548.0
16,Chakradev Kari,Lucknow,North,2024-01,510,528.33
16,Chakradev Kari,Lucknow,North,2024-02,586,532.0
16,Chakradev Kari,Lucknow,North,2024-03,569,555.0
16,Chakradev Kari,Lucknow,North,2024-04,579,578.0
16,Chakradev Kari,Lucknow,North,2024-05,609,585.67
16,Chakradev Kari,Lucknow,North,2024-06,599,595.67
16,Chakradev Kari,Lucknow,North,2024-07,483,563.67
16,Chakradev Kari,Lucknow,North,2024-08,514,532.0
16,Chakradev Kari,Lucknow,North,2024-09,508,501.67
16,Chakradev Kari,Lucknow,North,2024-10,586,536.0
16,Chakradev Kari,Lucknow,North,2024-11,628,574.0
16,Chakradev Kari,Lucknow,North,2024-12,528,580.67
17,Fariq Kaul,Lucknow,North,2023-07,447,447.0
17,Fariq Kaul,Lucknow,North,2023-08,474,460.5
17,Fariq Kaul,Lucknow,North,2023-09,445,455.33
17,Fariq Kaul,Lucknow,North,2023-10,569,496.0
17,Fariq Kaul,Lucknow,North,2023-11,575,529.67
17,Fariq Kaul,Lucknow,North,2023-12,500,548.0
17,Fariq Kaul,Lucknow,North,2024-01,510,528.33
17,Fariq Kaul,Lucknow,North,2024-02,586,532.0
17,Fariq Kaul,Lucknow,North,2024-03,569,555.0
17,Fariq Kaul,Lucknow,North,2024-04,579,578.0
17,Fariq Kaul,Lucknow,North,2024-05,609,585.67
17,Fariq Kaul,Lucknow,North,2024-06,599,595.67
17,Fariq Kaul,Lucknow,North,2024-07,483,563.67
17,Fariq Kaul,Lucknow,North,2024-08,514,532.0
17,Fariq Kaul,Lucknow,North,2024-09,508,501.67
17,Fariq Kaul,Lucknow,North,2024-10,586,536.0
17,Fariq Kaul,Lucknow,North,2024-11,628,574.0
17,Fariq Kaul,Lucknow,North,2024-12,528,580.67
18,Lajita Mall,Lucknow,North,2023-07,447,447.0
18,Lajita Mall,Lucknow,North,2023-08,474,460.5
18,Lajita Mall,Lucknow,North,2023-09,445,455.33
18,Lajita Mall,Lucknow,North,2023-10,569,496.0
18,Lajita Mall,Lucknow,North,2023-11,575,529.67
18,Lajita Mall,Lucknow,North,2023-12,500,548.0
18,Lajita Mall,Lucknow,North,2024-01,510,528.33
18,Lajita Mall,Lucknow,North,2024-02,586,532.0
18,Lajita Mall,Lucknow,North,2024-03,569,555.0
18,Lajita Mall,Lucknow,North,2024-04,579,578.0
18,Lajita Mall,Lucknow,North,2024-05,609,585.67
18,Lajita Mall,Lucknow,North,2024-06,599,595.67
18,Lajita Mall,Lucknow,North,2024-07,483,563.67
18,Lajita Mall,Lucknow,North,2024-08,514,532.0
18,Lajita Mall,Lucknow,North,2024-09,508,501.67
18,Lajita Mall,Lucknow,North,2024-10,586,536.0
18,Lajita Mall,Lucknow,North,2024-11,628,574.0
18,Lajita Mall,Lucknow,North,2024-12,528,580.67
19,Janya Gaba,Lucknow,North,2023-07,447,447.0
19,Janya Gaba,Lucknow,North,2023-08,474,460.5
19,Janya Gaba,Lucknow,North,2023-09,445,455.33
19,Janya Gaba,Lucknow,North,2023-10,569,496.0
19,Janya Gaba,Lucknow,North,2023-11,575,529.67
19,Janya Gaba,Lucknow,North,2023-12,500,548.0
19,Janya Gaba,Lucknow,North,2024-01,510,528.33
19,Janya Gaba,Lucknow,North,2024-02,586,532.0
19,Janya Gaba,Lucknow,North,2024-03,569,555.0
19,Janya Gaba,Lucknow,North,2024-04,579,578.0
19,Janya Gaba,Lucknow,North,2024-05,609,585.67
19,Janya Gaba,Lucknow,North,2024-06,599,595.67
19,Janya Gaba,Lucknow,North,2024-07,483,563.67
19,Janya Gaba,Lucknow,North,2024-08,514,532.0
19,Janya Gaba,Lucknow,North,2024-09,508,501.67
19,Janya Gaba,Lucknow,North,2024-10,586,536.0
19,Janya Gaba,Lucknow,North,2024-11,628,574.0
19,Janya Gaba,Lucknow,North,2024-12,528,580.67
20,Isha Kadakia,Lucknow,North,2023-07,447,447.0
20,Isha Kadakia,Lucknow,North,2023-08,474,460.5
20,Isha Kadakia,Lucknow,North,2023-09,445,455.33
20,Isha Kadakia,Lucknow,North,2023-10,569,496.0
20,Isha Kadakia,Lucknow,North,2023-11,575,529.67
20,Isha Kadakia,Lucknow,North,2023-12,500,548.0
20,Isha Kadakia,Lucknow,North,2024-01,510,528.33
20,Isha Kadakia,Lucknow,North,2024-02,586,532.0
20,Isha Kadakia,Lucknow,North,2024-03,569,555.0
20,Isha Kadakia,Lucknow,North,2024-04,579,578.0
20,Isha Kadakia,Lucknow,North,2024-05,609,585.67
20,Isha Kadakia,Lucknow,North,2024-06,599,595.67
20,Isha Kadakia,Lucknow,North,2024-07,483,563.67
20,Isha Kadakia,Lucknow,North,2024-08,514,532.0
20,Isha Kadakia,Lucknow,North,2024-09,508,501.67
20,Isha Kadakia,Lucknow,North,2024-10,586,536.0
20,Isha Kadakia,Lucknow,North,2024-11,628,574.0
20,Isha Kadakia,Lucknow,North,2024-12,528,580.67
21,Ekbal Garg,Jaipur,North,2023-07,440,440.0
21,Ekbal Garg,Jaipur,North,2023-08,442,441.0
21,Ekbal Garg,Jaipur,North,2023-09,436,439.33
21,Ekbal Garg,Jaipur,North,2023-10,568,482.0
21,Ekbal Garg,Jaipur,North,2023-11,516,506.67
21,Ekbal Garg,Jaipur,North,2023-12,473,519.0
21,Ekbal Garg,Jaipur,North,2024-01,486,491.67
21,Ekbal Garg,Jaipur,North,2024-02,535,498.0
21,Ekbal Garg,Jaipur,North,2024-03,568,529.67
21,Ekbal Garg,Jaipur,North,2024-04,518,540.33
21,Ekbal Garg,Jaipur,North,2024-05,540,542.0
21,Ekbal Garg,Jaipur,North,2024-06,536,531.33
21,Ekbal Garg,Jaipur,North,2024-07,458,511.33
21,Ekbal Garg,Jaipur,North,2024-08,512,502.0
21,Ekbal Garg,Jaipur,North,2024-09,502,490.67
21,Ekbal Garg,Jaipur,North,2024-10,549,521.0
21,Ekbal Garg,Jaipur,North,2024-11,603,551.33
21,Ekbal Garg,Jaipur,North,2024-12,504,552.0
22,Nihal Shere,Jaipur,North,2023-07,440,440.0
22,Nihal Shere,Jaipur,North,2023-08,442,441.0
22,Nihal Shere,Jaipur,North,2023-09,436,439.33
22,Nihal Shere,Jaipur,North,2023-10,568,482.0
22,Nihal Shere,Jaipur,North,2023-11,516,506.67
22,Nihal Shere,Jaipur,North,2023-12,473,519.0
22,Nihal Shere,Jaipur,North,2024-01,486,491.67
22,Nihal Shere,Jaipur,North,2024-02,535,498.0
22,Nihal Shere,Jaipur,North,2024-03,568,529.67
22,Nihal Shere,Jaipur,North,2024-04,518,540.33
22,Nihal Shere,Jaipur,North,2024-05,540,542.0
22,Nihal Shere,Jaipur,North,2024-06,536,531.33
22,Nihal Shere,Jaipur,North,2024-07,458,511.33
22,Nihal Shere,Jaipur,North,2024-08,512,502.0
22,Nihal Shere,Jaipur,North,2024-09,502,490.67
22,Nihal Shere,Jaipur,North,2024-10,549,521.0
22,Nihal Shere,Jaipur,North,2024-11,603,551.33
22,Nihal Shere,Jaipur,North,2024-12,504,552.0
23,Anamika Kanda,Jaipur,North,2023-07,440,440.0
23,Anamika Kanda,Jaipur,North,2023-08,442,441.0
23,Anamika Kanda,Jaipur,North,2023-09,436,439.33
23,Anamika Kanda,Jaipur,North,2023-10,568,482.0
23,Anamika Kanda,Jaipur,North,2023-11,516,506.67
23,Anamika Kanda,Jaipur,North,2023-12,473,519.0
23,Anamika Kanda,Jaipur,North,2024-01,486,491.67
23,Anamika Kanda,Jaipur,North,2024-02,535,498.0
23,Anamika Kanda,Jaipur,North,2024-03,568,529.67
23,Anamika Kanda,Jaipur,North,2024-04,518,540.33
23,Anamika Kanda,Jaipur,North,2024-05,540,542.0
23,Anamika Kanda,Jaipur,North,2024-06,536,531.33
23,Anamika Kanda,Jaipur,North,2024-07,458,511.33
23,Anamika Kanda,Jaipur,North,2024-08,512,502.0
23,Anamika Kanda,Jaipur,North,2024-09,502,490.67
23,Anamika Kanda,Jaipur,North,2024-10,549,521.0
23,Anamika Kanda,Jaipur,North,2024-11,603,551.33
23,Anamika Kanda,Jaipur,North,2024-12,504,552.0
24,Daksh Karnik,Jaipur,North,2023-07,440,440.0
24,Daksh Karnik,Jaipur,North,2023-08,442,441.0
24,Daksh Karnik,Jaipur,North,2023-09,436,439.33
24,Daksh Karnik,Jaipur,North,2023-10,568,482.0
24,Daksh Karnik,Jaipur,North,2023-11,516,506.67
24,Daksh Karnik,Jaipur,North,2023-12,473,519.0
24,Daksh Karnik,Jaipur,North,2024-01,486,491.67
24,Daksh Karnik,Jaipur,North,2024-02,535,498.0
24,Daksh Karnik,Jaipur,North,2024-03,568,529.67
24,Daksh Karnik,Jaipur,North,2024-04,518,540.33
24,Daksh Karnik,Jaipur,North,2024-05,540,542.0
24,Daksh Karnik,Jaipur,North,2024-06,536,531.33
24,Daksh Karnik,Jaipur,North,2024-07,458,511.33
24,Daksh Karnik,Jaipur,North,2024-08,512,502.0
24,Daksh Karnik,Jaipur,North,2024-09,502,490.67
24,Daksh Karnik,Jaipur,North,2024-10,549,521.0
24,Daksh Karnik,Jaipur,North,2024-11,603,551.33
24,Daksh Karnik,Jaipur,North,2024-12,504,552.0
25,Diya Rattan,Jaipur,North,2023-07,441,441.0
25,Diya Rattan,Jaipur,North,2023-08,442,441.5
25,Diya Rattan,Jaipur,North,2023-09,420,434.33
25,Diya Rattan,Jaipur,North,2023-10,531,464.33
25,Diya Rattan,Jaipur,North,2023-11,504,485.0
25,Diya Rattan,Jaipur,North,2023-12,479,504.67
25,Diya Rattan,Jaipur,North,2024-01,468,483.67
25,Diya Rattan,Jaipur,North,2024-02,555,500.67
25,Diya Rattan,Jaipur,North,2024-03,529,517.33
25,Diya Rattan,Jaipur,North,2024-04,518,534.0
25,Diya Rattan,Jaipur,North,2024-05,552,533.0
25,Diya Rattan,Jaipur,North,2024-06,543,537.67
25,Diya Rattan,Jaipur,North,2024-07,472,522.33
25,Diya Rattan,Jaipur,North,2024-08,464,493.0
25,Diya Rattan,Jaipur,North,2024-09,462,466.0
25,Diya Rattan,Jaipur,North,2024-10,542,489.33
25,Diya Rattan,Jaipur,North,2024-11,571,525.0
25,Diya Rattan,Jaipur,North,2024-12,512,541.67
26,Dominic Kakar,Jaipur,North,2023-07,441,441.0
26,Dominic Kakar,Jaipur,North,2023-08,442,441.5
26,Dominic Kakar,Jaipur,North,2023-09,420,434.33
26,Dominic Kakar,Jaipur,North,2023-10,531,464.33
26,Dominic Kakar,Jaipur,North,2023-11,504,485.0
26,Dominic Kakar,Jaipur,North,2023-12,479,504.67
26,Dominic Kakar,Jaipur,North,2024-01,468,483.67
26,Dominic Kakar,Jaipur,North,2024-02,555,500.67
